    [adaptive_l2/L9] step  69000/122070 | loss=565.3 | L0=80 | FVE=0.7509 | dead=0.318 | a=0.2575 | 282.6M tok | ETA 4.1h
    [adaptive_l2/L9] step  69500/122070 | loss=578.8 | L0=80 | FVE=0.7475 | dead=0.315 | a=0.2590 | 284.7M tok | ETA 4.1h
    [adaptive_l2/L9] step  70000/122070 | loss=558.1 | L0=80 | FVE=0.7505 | dead=0.318 | a=0.2603 | 286.7M tok | ETA 4.0h
    [adaptive_l2/L9] step  70500/122070 | loss=560.1 | L0=80 | FVE=0.7493 | dead=0.315 | a=0.2619 | 288.8M tok | ETA 4.0h
    [adaptive_l2/L9] step  71000/122070 | loss=555.9 | L0=80 | FVE=0.7540 | dead=0.317 | a=0.2633 | 290.8M tok | ETA 4.0h
    [adaptive_l2/L9] step  71500/122070 | loss=570.9 | L0=80 | FVE=0.7471 | dead=0.315 | a=0.2644 | 292.9M tok | ETA 3.9h
    [adaptive_l2/L9] step  72000/122070 | loss=557.6 | L0=80 | FVE=0.7521 | dead=0.317 | a=0.2660 | 294.9M tok | ETA 3.9h
    [adaptive_l2/L9] step  72500/122070 | loss=565.7 | L0=80 | FVE=0.7502 | dead=0.316 | a=0.2671 | 297.0M tok | ETA 3.8h
    [adaptive_l2/L9] step  73000/122070 | loss=565.9 | L0=80 | FVE=0.7488 | dead=0.317 | a=0.2685 | 299.0M tok | ETA 3.8h
    [adaptive_l2/L9] Checkpoint saved at 60% (73242 steps)
    [adaptive_l2/L9] step  73500/122070 | loss=564.5 | L0=80 | FVE=0.7508 | dead=0.317 | a=0.2696 | 301.1M tok | ETA 3.8h
    [adaptive_l2/L9] step  74000/122070 | loss=564.4 | L0=80 | FVE=0.7503 | dead=0.315 | a=0.2711 | 303.1M tok | ETA 3.7h
    [adaptive_l2/L9] step  74500/122070 | loss=567.3 | L0=80 | FVE=0.7466 | dead=0.316 | a=0.2725 | 305.2M tok | ETA 3.7h
    [adaptive_l2/L9] step  75000/122070 | loss=570.5 | L0=80 | FVE=0.7502 | dead=0.317 | a=0.2738 | 307.2M tok | ETA 3.6h
    [adaptive_l2/L9] step  75500/122070 | loss=560.2 | L0=80 | FVE=0.7524 | dead=0.315 | a=0.2751 | 309.2M tok | ETA 3.6h
    [adaptive_l2/L9] step  76000/122070 | loss=558.8 | L0=80 | FVE=0.7531 | dead=0.316 | a=0.2762 | 311.3M tok | ETA 3.6h
    [adaptive_l2/L9] step  76500/122070 | loss=557.5 | L0=80 | FVE=0.7511 | dead=0.316 | a=0.2771 | 313.3M tok | ETA 3.5h
    [adaptive_l2/L9] step  77000/122070 | loss=558.7 | L0=80 | FVE=0.7511 | dead=0.315 | a=0.2783 | 315.4M tok | ETA 3.5h
    [adaptive_l2/L9] step  77500/122070 | loss=559.5 | L0=80 | FVE=0.7506 | dead=0.316 | a=0.2794 | 317.4M tok | ETA 3.5h
    [adaptive_l2/L9] step  78000/122070 | loss=581.4 | L0=80 | FVE=0.7469 | dead=0.315 | a=0.2805 | 319.5M tok | ETA 3.4h
    [adaptive_l2/L9] step  78500/122070 | loss=558.3 | L0=80 | FVE=0.7511 | dead=0.316 | a=0.2817 | 321.5M tok | ETA 3.4h
    [adaptive_l2/L9] step  79000/122070 | loss=558.8 | L0=80 | FVE=0.7528 | dead=0.315 | a=0.2828 | 323.6M tok | ETA 3.3h
    [adaptive_l2/L9] step  79500/122070 | loss=559.9 | L0=80 | FVE=0.7534 | dead=0.316 | a=0.2838 | 325.6M tok | ETA 3.3h
    [adaptive_l2/L9] step  80000/122070 | loss=560.3 | L0=80 | FVE=0.7522 | dead=0.316 | a=0.2849 | 327.7M tok | ETA 3.3h
    [adaptive_l2/L9] step  80500/122070 | loss=550.5 | L0=80 | FVE=0.7558 | dead=0.316 | a=0.2862 | 329.7M tok | ETA 3.2h
    [adaptive_l2/L9] step  81000/122070 | loss=555.4 | L0=80 | FVE=0.7541 | dead=0.314 | a=0.2871 | 331.8M tok | ETA 3.2h
